user,artwork,q5,q1,q2,q3,q4
73,1,היד של האישה והמבט שלה,,"תחושה של בלגאן, מזכיר הישגים",,"😮 הַפתָעָה, 😕 בִּלבּוּל, 🤔 מְהוּרהָר"
73,2,הקרעים בין הצבעים,,,,
73,3,כל הדברים על השולחן,,ריקנות,,"😕 בִּלבּוּל, 😔 עֶצֶב"
73,4,הראש של האישה במים,,רגוע,,"😍 רגשות של אהבה או התאהבות, 🙂 מעט שמח, 😔 עֶצֶב"
73,5,שתי נשים מדברות,,שמח חגיגי,,"😄 שַׂמֵחַ, 🤔 מְהוּרהָר"
73,6,הענן מאחורי העץ,,עייף שליו מעורפל,,"🙂 מעט שמח, 😕 בִּלבּוּל, 😴 הִשׁתַעמְמוּת"
73,7,הצוואר,,סבל מתמשך,,"🤔 מְהוּרהָר, 😔 עֶצֶב, 😴 הִשׁתַעמְמוּת"
73,8,,,,,
73,9,השמיכה הורודה,,רגוע שמח משוחרר,,"😄 שַׂמֵחַ, 😍 רגשות של אהבה או התאהבות, 🙂 מעט שמח"
73,10,הלחי האדומה,,כועס ,,😡 כַּעַס
73,11,,,,,
73,12,הפנים המוזרות,,קשות כועס שופט,,"🤔 מְהוּרהָר, 😡 כַּעַס, 😂 לִצְחוֹק"
74,1,המבט של האישה,,אי נוחות משהו לאור מבט האישה,,🤔 מְהוּרהָר
74,2,שקיעה בים. הגיאומטריה הפשוטה והברורה. שימוש במספר מועט של צבעים.,,"שליו, אם כי יש מעין תחושב מוזרה היות וקו האופק של הים איננו אופקי לחלוטין",,🙂 מעט שמח
74,3,שולחן אוכל בתום ארוחה חגיגית. בולט בעיקר הבלגן,,"מרגיש שהגעתי מאוחר לאנשהו וכולם כבר עזבו. ז""א תחושה של בדידות",,😔 עֶצֶב
74,4,גבר משה גופה של אישה שטבעה. לובן הגופה ומיקומה מבליטים אותה,,מלנכוליה מעורבת בתחושת קדושה ויראה שמוקרנת מלובן ומיקום הגופה,,😮 הַפתָעָה
74,5,,,,,
74,6,,,,,
74,7,,,,,
74,8,,,,,
74,9,,,,,
74,10,,,,,
74,11,,,,,
74,12,,,,,
75,1,הרקע המיוחד,,קצת פחד ומעט חמלה,,"😔 עֶצֶב, 😱 פַּחַד"
75,2,הצורות והצבעים,,אדישות,,
75,3,הפרטים והבלאגן,,סקרנות,,🤔 מְהוּרהָר
75,4,העירום,,עוררות,,😍 רגשות של אהבה או התאהבות
75,5,,,,,
75,6,,,,,
75,7,,,,,
75,8,,,,,
75,9,,,,,
75,10,,,,,
75,11,,,,,
75,12,,,,,
76,1,צורת הישיבה והבאלאגן ליד השולחנון,,לא מעניינת במיוחד,,😴 הִשׁתַעמְמוּת
76,2,טייארה צונחת לים בזמן שקיעה,,איני חש דבר מעבר לצבעים לא מתאימים,,😴 הִשׁתַעמְמוּת
76,3,באלאגן של שיכורים,,בזבוז של חומר,,🤢 גועל
76,4,חסקה בעירום,,,,😕 בִּלבּוּל
76,5,יום שוק,,מבט שאיננו,,😔 עֶצֶב
76,6,עצים שנותרו לאחר שריפה,,עצב,,😔 עֶצֶב
76,7,נוף ופוזה,,הפוזה מעושה והיא תקועה בתמונה,,😕 בִּלבּוּל
76,8,דמות,,מוזריות וחוסר דיוק של צייר,,😂 לִצְחוֹק
76,9,תופסת מנוחה,,,,😄 שַׂמֵחַ
76,10,ילדה עם שיער פזור,,,,🤔 מְהוּרהָר
76,11,אחו,,הטבע בהתגלמותו,,🙂 מעט שמח
76,12,ראש חתול על גוף אדם,,מגעילה,,🤢 גועל
77,1,"אישה צעירה על השפה בחדר עמוס דברים. הטפט ברקע נראה חלק מהחדר, כאשר החזית ריקה ולא שייכת.",,"מלאכותיות, ניתוק",,😕 בִּלבּוּל
77,2,"ים, קו האופק, סירה עם מפרש, שקיעה או זריחה",,"געגוע, חופש, התרגשות",,😄 שַׂמֵחַ
77,3,"שולחן אחרי ארוחה, פרחים על הרצפה",,עצב,,😔 עֶצֶב
77,4,נערה במים ונער בסירה,,רומנטי,,"🙂 מעט שמח, 😴 הִשׁתַעמְמוּת"
77,5,,,,,
77,6,,,,,
77,7,,,,,
77,8,,,,,
77,9,,,,,
77,10,,,,,
77,11,,,,,
77,12,,,,,
78,1,הצבעים,,פחד,,"😕 בִּלבּוּל, 😱 פַּחַד"
78,2,"עפיפון, הצבעים מאוד בולטים",,"שמחה, התלהבות",,"😄 שַׂמֵחַ, 😍 רגשות של אהבה או התאהבות"
78,3,חשוך,,פחד,,😱 פַּחַד
78,4,,,,,
78,5,,,,,
78,6,האפלה,,חשש ולחץ,,"🤔 מְהוּרהָר, 😱 פַּחַד"
78,7,,,,,
78,8,,,,,
78,9,,,,,
78,10,,,,,
78,11,,,,,
78,12,,,,,
79,1,האישה שעל המיטה,,איפוק וחשש- האישה שבתמונה נראית מעט חוששת ומאופקת,,איפוק וחשש🤐
79,2,,,,,
79,3,הפרחים שעל הרצפה,,אווירה רומנטית,,😍 רגשות של אהבה או התאהבות
79,4,הגבר שמנסה לעזור לבחורה,,התרגשות מהגבר שמנסה לעזור לאישה תוך כדי סיכון שלו עצמו,,"😄 שַׂמֵחַ, 😔 עֶצֶב"
79,5,,,,,
79,6,,,,,
79,7,,,,,
79,8,הזווית של האישה שבפרופיל,,הרגשה של דו פרצופיות,,"😕 בִּלבּוּל, 🤔 מְהוּרהָר"
79,9,,,,,
79,10,,,,,
79,11,,,,,
79,12,,,,,
80,1,השמלה ,,לא גורמת לי להרגיש יותר מדי,,🙂 מעט שמח
80,2,המשולש האדום,,לא מרגישה כלום,,🙂 מעט שמח
80,3,מפה לבנה ויין,,קלאסי,,😏
80,4,השיער הג'ינג'י ,,רומנטיקה,,🥰
80,5,הצבעים ,,עצב,,😔 עֶצֶב
80,6,גזע העץ ,,עצב,,😔 עֶצֶב
80,7,הבחורה,,שעמום ,,😴 הִשׁתַעמְמוּת
80,8,כתום!!,,לא גורמת לי להרגיש כלום,,🤷🏻‍♀️
80,9,בחורה נחה ,,רוגע,,😌
80,10,,,,,🤔 מְהוּרהָר
80,11,,,,,🤔 מְהוּרהָר
80,12,,,,,
81,1,"ממבט ראשון הדבר שתמיד מיד תופס אותי הוא פנים. ישר הסתכלתי על הפנים של הבחורה והן שבו אותי. אחר כך הבטתי בשאר הדברים, הקרעים על הרצפה, הרקע המעניין, הפרחים הלבנים, הירוק שמסביב, הארון והמנורה והכרית. ",,"היצירה לא מעוררת בי רגשות חזקים כרגע, אני מרגישה נבחנת אל מולה. אולי קצת שלווה בעצם?",,🤔 מְהוּרהָר
81,2,נתפסתי לראשונה על ידי הלבן. מרגיש לי שאני רואה שקיעה מאחורי ים וסלעים וצוק. ,,היא מעבירה לי תחושה של שקט. ,,😄 שַׂמֵחַ
81,3,,,,,
81,4,"קודם השיער הג׳ינג׳י של הבחורה, מהמם בעיניי. לאחר מכן המים והכוף של הבחור. קצת מזכיר לי את הסוף של הטיטאניק למען האמת. העצמות והשלדים בתחתית גם ניכרים. ",,מהופנטת. ,,😮 הַפתָעָה
81,5,,,,,
81,6,,,,,
81,7,,,,,
81,8,,,,,
81,9,,,,,
81,10,,,,,
81,11,,,,,
81,12,,,,,
82,1,הבעת הפנים של האישה,,"חוסר נוחות, הבעת פניה ותנוחתה שמביעות טרדה וקוצר רוח גורמות להרגשה לא נוחה.",,"😕 בִּלבּוּל, 🤔 מְהוּרהָר, טרדה"
82,2,המשולש האדום,,מסקרן. מעניין אותי מה ניסה להביע הצייר.,,"🙂 מעט שמח, 🤔 מְהוּרהָר"
82,3,הפרחים על הרצפה.,,בלבול - חוסר התאמה בין השולחן הערוך יפה לפרחים והלכלוך על הרצפה.,,"😕 בִּלבּוּל, 🤢 גועל"
82,4,,,,,
82,5,,,,,
82,6,,,,,
82,7,,,,,
82,8,,,,,
82,9,,,,,
82,10,,,,,
82,11,,,,,
82,12,,,,,
83,1,אשה יושבת,,לא רגועה,,לא מתאים אימוג'י. שטוח מדי
83,2,נוף,,העולם פתוח לפני,,לא מתאים אימוג'י
83,3,שולחן ערוך חגיגי,,נראה מפואר וחגיגי,,אין אימוג'י מתאיפ
83,4,מלאכים? גבר ואשה?,,משהו מרגש קורה,,לא מתאים
83,5,,,,,
83,6,,,,,
83,7,,,,,
83,8,,,,,
83,9,,,,,
83,10,,,,,
83,11,,,,,
83,12,,,,,
84,1,העיוות בשפתיים והכעס,,"חוסר נעימות, בעתה",,🤔 מְהוּרהָר
84,2,שקיעה עם עפיפון,,מעצבן את הocd שלי לסדר,,😕 בִּלבּוּל
84,3,בלאגן ואדפה על הריצפה,,גועל מהלכלוך,,🤢 גועל
84,4,הרוגע שבמים,,כמיהה לשקט ורוגע,,😄 שַׂמֵחַ
84,5,העלמה שבאמצע,,חמימות של שוק בעיר,,🙂 מעט שמח
84,6,עץ ערום וחולה,,חלחלה,,🤢 גועל
84,7,הנטייה אחורה של באישה עם הצוואר לקראת החלון כדי לנשום אוויר,,הרגשה של בריזה טובה,,😄 שַׂמֵחַ
84,8,עין פוזלת ורטובה,,תחושת צריבה עקב הצבעים החריפים,,😔 עֶצֶב
84,9,ערסל נח מאוד,,נחת,,😄 שַׂמֵחַ
84,10,מבט מבוייש לקיר,,בושה,,🤔 מְהוּרהָר
84,11,הכבשה השחורה,,הליכה עיוורת עם העדר,,🤔 מְהוּרהָר
84,12,עיוות הפנים,,חשש,,🤔 מְהוּרהָר
85,1,הפנים של האישה,,מלחיצה,,🤔 מְהוּרהָר
85,2,עפיפון,,שמחה,,😄 שַׂמֵחַ
85,3,"עומס, בלאגן",,נייטרלי,,😕 בִּלבּוּל
85,4,גבר ואישה,,"נייטרלי, אומנותי",,נייטרלי
85,5,,,,,
85,6,,,,,
85,7,,,,,
85,8,,,,,
85,9,,,,,
85,10,,,,,
85,11,,,,,
85,12,,,,,
86,1,,,,,
86,2,"סירת מפרש על ים, רוח ושמש",,excited,,😮 הַפתָעָה
86,3,,,,,
86,4,,,,,
86,5,"שדרת קניות, בדים תלויים ופנס רחוב",,סקרנות,,🤔 מְהוּרהָר
86,6,,,,,
86,7,,,,,
86,8,אישה עם עגיל,,לא ברור,,🙂 מעט שמח
86,9,,,,,
86,10,,,,,
86,11,,,,,
86,12,,,,,
87,1,"בלבול, גודש, מבוכה",,אי בהירות ,,😕 בִּלבּוּל
87,2,,,,,
87,3,,,,,
87,4,,,,,
87,5,,,,,
87,6,נוף קודר,,תחושת בדידות ,,😔 עֶצֶב
87,7,,,,,
87,8,אישה עדינה מהרהרת,,עדינות ויופי,,"🤔 מְהוּרהָר, 😔 עֶצֶב, יופי"
87,9,,,,,
87,10,נוכחות בולטת של דמות צעירה,,מהורהרת ,,"🤔 מְהוּרהָר, 😔 עֶצֶב"
87,11,,,,,
87,12,דמות גרוטסקית,,בלבול,,😕 בִּלבּוּל
88,1,אישה מודאגת,,הרגשה לא טובה,,😔 עֶצֶב
88,2,סירה בים ושמש בולטת,,רוגע,,🙂 מעט שמח
88,3,,,,,
88,4,"זוג, הבחור מציל את אהובתו או שהיא כבר מתה",,עצב,,😔 עֶצֶב
88,5,,,,,
88,6,"שיממון, עץ שדומה לאישה זועקת לשמים",,דיכאון,,😔 עֶצֶב
88,7,,,,,
88,8,,,,,
88,9,אישה נהנית ונחה בערסל,,עונג כיף,,רוגע
88,10,,,,,
88,11,,,,,
88,12,,,,,
89,1,"ממבט ראשון הדבר שתמיד מיד תופס אותי הוא פנים. ישר הסתכלתי על הפנים של הבחורה והן שבו אותי. אחר כך הבטתי בשאר הדברים, הקרעים על הרצפה, הרקע המעניין, הפרחים הלבנים, הירוק שמסביב, הארון והמנורה והכרית. ",,"היצירה לא מעוררת בי רגשות חזקים כרגע, אני מרגישה נבחנת אל מולה. אולי קצת שלווה בעצם?",,🤔 מְהוּרהָר
89,2,נתפסתי לראשונה על ידי הלבן. מרגיש לי שאני רואה שקיעה מאחורי ים וסלעים וצוק. ,,היא מעבירה לי תחושה של שקט. ,,😄 שַׂמֵחַ
89,3,,,,,
89,4,"קודם השיער הג׳ינג׳י של הבחורה, מהמם בעיניי. לאחר מכן המים והכוף של הבחור. קצת מזכיר לי את הסוף של הטיטאניק למען האמת. העצמות והשלדים בתחתית גם ניכרים. ",,מהופנטת. ,,😮 הַפתָעָה
89,5,,,,,
89,6,,,,,
89,7,,,,,
89,8,,,,,
89,9,,,,,
89,10,,,,,
89,11,,,,,
89,12,,,,,
90,1,אישה שכפי הנראה קרעה ניירות. אולי לא היתה מרוצה ממה שכתבה.,,תסכול,,😔 עֶצֶב
90,2,תמונה אבסטרקטית,,יפה מבחינת הצבעים,,😴 הִשׁתַעמְמוּת
90,3,פרחים זרוקים על הרצפה,,ציור יפה,,🙂 מעט שמח
90,4,דיג מציל בתולת ים,,התאהבות,,😍 רגשות של אהבה או התאהבות
90,5,אנשים בשוק,,אין הרגשות,,🤔 מְהוּרהָר
90,6,ציור נוף,,מקום די ריק ועצוב,,😔 עֶצֶב
90,7,אישה יושבת על אדן החלון,,האישה נראית עצובה,,🤔 מְהוּרהָר
90,8,אישה,,כלום,,😴 הִשׁתַעמְמוּת
90,9,,,,,
90,10,,,,,
90,11,,,,,
90,12,,,,,
91,1,"אישה בסערת רגשות, עצובה או לחוצה או כועסת, התלת מימד בולט מאוד על רקע גיר העגורים בדו מימד",,גורם לי להתעניין בסיפור העומד מאחורי הסיטואציה,,"😕 בִּלבּוּל, 🤔 מְהוּרהָר"
91,2,צבעים שונים וקווים המפרידים ביניהם. נראה כאילו ילד ציור על קיר בטון ויש קשקושים לא רצוניים על הצהוב,,"אין בה שום דבר מיוחד, אכזבה אחרי היצירה הקודמת.",,"😕 בִּלבּוּל, 😴 הִשׁתַעמְמוּת, אכזבה"
91,3,"שולחן ערוך לאירוע, הרבה אלכוהול, אבל הרקע כהה ואפלולי, הפרחים על הרצפה כי אולי שברו את האגרטלים בהם היו בכעס",,"מסתורין, אפלוליות, סיפור קודר. מנגד זה יכול להיראות כמו שולחן חג אז שמחה וחגיגיות",,"🙂 מעט שמח, 😱 פַּחַד, מסתורין"
91,4,"גבר שמוציא אישה מתוך המים, נראה כאילו מציל אותה. שניהם ערומים.",,"תשוקה ועוד רגשות פחות מנומסים, הפתעה בשל העובדה שהדמויות ערומות.",,"😍 רגשות של אהבה או התאהבות, 😮 הַפתָעָה, תשוקה"
91,5,"יום רגיל בכפר רגיל לפני שנים רבות. כל אנשי הכפר עסוקים במשהו חוץ מהאיש באמצע שעובר, אולי הוא חשוב יותר מהם. אבל זה ניסיון לחשוב בכוח אם יש פה משהו מיוחד... ממבט ראשון- ציור פשוט ולא מעניין",,"שעמום, עמימות",,😴 הִשׁתַעמְמוּת
91,6,"העץ הערום שנראה חולה או לא באמת עץ או מתפרק. אין אנשים בתמונה, רק בעלי חיים, הכל ריק ואפלולי, השמש מוסתרת בענן. נראה כאילו כדור הארץ חולה, המזג אוויר ערפלילי, אולי חמסין",,"קודר, אפלולי, מפחיד, אפוקליפטי, כמו משחק מחשב שזומבים קופצים בו על הדמות המשחקת",,"🤔 מְהוּרהָר, 😱 פַּחַד, קודר"
91,7,"ניסיון פחות מוצלח לתלת מימד, נראה שטוח ומאבד את העניין. אישה יושבת מהורהרת על החלון, אולי היא נרדמה, אולי היא תיפול. נראית קומה גבוהה. אולי כי החיים קשים היא ישבה לרגע להירגע ולהרהר. אולי בגלל שהיא התעייפה, היא התיישבה לנוח.",,"רדימות, שלווה, רוגע, מנגד חשש שהאישה תיפול מהחלון",,"😔 עֶצֶב, 😴 הִשׁתַעמְמוּת, רדימות"
91,8,"אף פעם לא הבנתי את מודיליאני, לדעתי זה ציור מכוער שכל אחד יכול לצייר. אישה לא פרופורציונאלית מבחינת העיניים, קצת שמנמנה, לא יפה במילים עדינות.",,"באסה, אכזבה, גועל. כל אחד יכול לצייר משהו כזה, לא רואה בכך אומנות, רחמים על מי שכן.",,"😕 בִּלבּוּל, 🤢 גועל, אכזבה"
91,9,"אישה אחרי חתונה, אולי אחרי ליל כלולות, נחה בערסל בגינה שלה",,"נינוחות, יופי, רוגע, שלווה, החיים יפים",,"🙂 מעט שמח, שלווה, רוגע"
91,10,"ילדה עם הפנים לקיר, כועסת, אולי היא בעונש. הסומק בלחייה מראה על מרץ, או קיבלה סטירה ממבוגר",,"כעס, אשמה, עלבון",,😡 כַּעַס
91,11,"כבשה שחורה אחת, כל השאר לבנות, יש חום אבל זה לא אותו דבר. שלווה של רעייה באחו, מקום פסטורלי, יש טבע, יש מים, נראה מזג אוויר נעים. הכבשה השחורה בולטת אבל לא משתלטת על הרגשות של התמונה",,"שלווה, רצון לטייל באוויר הפתוח בחו""ל, געגועים לחיים פשוטים",,🙂 מעט שמח
91,12,"דמות לבושה כמו בן אדם אבל פניה כמו של ינשוף, ידיה גדולות מדי בצורה לא פרופרציונאלית, כועסת, קודרת.",,"פחד, מסתורין",,😱 פַּחַד
92,1,"ממבט ראשון הדבר שתמיד מיד תופס אותי הוא פנים. ישר הסתכלתי על הפנים של הבחורה והן שבו אותי. אחר כך הבטתי בשאר הדברים, הקרעים על הרצפה, הרקע המעניין, הפרחים הלבנים, הירוק שמסביב, הארון והמנורה והכרית. ",,"היצירה לא מעוררת בי רגשות חזקים כרגע, אני מרגישה נבחנת אל מולה. אולי קצת שלווה בעצם?",,🤔 מְהוּרהָר
92,2,נתפסתי לראשונה על ידי הלבן. מרגיש לי שאני רואה שקיעה מאחורי ים וסלעים וצוק. ,,היא מעבירה לי תחושה של שקט. ,,😄 שַׂמֵחַ
92,3,,,,,
92,4,"קודם השיער הג׳ינג׳י של הבחורה, מהמם בעיניי. לאחר מכן המים והכוף של הבחור. קצת מזכיר לי את הסוף של הטיטאניק למען האמת. העצמות והשלדים בתחתית גם ניכרים. ",,מהופנטת. ,,😮 הַפתָעָה
92,5,,,,,
92,6,,,,,
92,7,,,,,
92,8,,,,,
92,9,,,,,
92,10,,,,,
92,11,,,,,
92,12,,,,,
93,1,נשיכת השפתיים,,על קוצים,,"😕 בִּלבּוּל, 🤔 מְהוּרהָר"
93,2,ספינת מפרש על רקע שקיעה,,"ללא רגש מיוחד, אדישות",,😴 הִשׁתַעמְמוּת
93,3,"אירוע שהסתיים, בוקר אחרי אירוע",,מעניין לי,,"🙂 מעט שמח, 🤔 מְהוּרהָר"
93,4,אדם ספק מלאך או גיבור מיתולוגי מציל נערה טובעת או שניגש לנערה שכבר מתה,,"עצב ובלבול, לא ברור לי מה תפקידו של האיש",,"😕 בִּלבּוּל, 🤔 מְהוּרהָר, 😔 עֶצֶב, 😱 פַּחַד"
93,5,,,,,
93,6,,,,,
93,7,,,,,
93,8,,,,,
93,9,,,,,
93,10,,,,,
93,11,,,,,
93,12,,,,,
94,1,una donna seduta su un sofà che si morde un labbro. ,Chi sta guardando questa ragazza? A cosa sta pensando?,"Sono ammaliato, un po' stupito, interessato.",La ragazza di velluto,"🙂 leggermente felice, 🤔 pensieroso"
94,2,Vedo una spiagga assolata d'estate,"Mi fa pensare al mare, al caldo, al suono delle onde.","Nostalgia, calma, calore","""Marina"" è il titolo giusto per me","😄 felice, calmo"
94,3,Mi colpiscono i fiori per terra. Vedo una tavola abbandonata. ,Dove sono andati i commensali?,"un senso di attesa, leggera angoscia, ma anche l'acquolina in bocca",Il candelabro spento,🤔 pensieroso
94,4,"Una ragazza distesa in acqua, un ragazzo cerca di raggiungerla dalla barca",mi ricorda il mare e la piscina,"il piacere di stare distesi nell'acqua, la calma",La ragazza dai capelli rossi,"😍 sentimenti di amore o infatuazione, 🤔 pensieroso"
94,5,,,,,
94,6,,,,,
94,7,,,,,
94,8,,,,,
94,9,,,,,
94,10,,,,,
94,11,,,,,
94,12,,,,,
95,1,Il velluto rosso del vistito,"Il ritardo, occasione persa","Preoccupazione, languore",Tramonto ,😔 tristezza
95,2,Il blu intenso del mare e le forme geometriche in contrapposizione ,"Ad un orizzonte, un paesaggio senza limiti","Pace, armonia, tranquillità ",,"🙂 leggermente felice, 🤔 pensieroso"
95,3,La tavola imbandita e i colori tetri,"L'ingordigia, la troppa avarizia e lo spreco ","Senso si angoscia, rabbia",Domenica sera,"🤢 disgusto, 😡 rabbia, 😱 paura"
95,4,Il contrasto tra i capelli rossi e la purezza dell'acqua ,"Un pericolo passato, un evento drammatico","Senso di sicurezza, e tristezza ",Abisso,😔 tristezza
95,5,,,,,
95,6,,,,,
95,7,,,,,
95,8,,,,,
95,9,,,,,
95,10,,,,,
95,11,,,,,
95,12,,,,,
96,1,Il volto rabbuiato e determinato,"Alla rabbia , al risentimento e alla determinazione",Curioso di conoscere il motivo di tanta rabbia,la lettera strappata,"🤔 pensieroso, Curiosita'"
96,2,"E' una composizione astratta, mi piace l'equilibrio",al mare vist da una barca traballante al tramonto,sereno,Composizione numero X,Serenita'
96,3,"una still leben, disordinata, oggetti dopo una festa, disordine","Al disordine, a quel che resta",disgustato e annoiato,quel che resta,"😴 noia, 🤢 disgusto"
96,4,il corpo di lei e i suoi capelli,All'abbandono,ammaliato,l'abbandono,attratto
96,5,,,,,
96,6,,,,,
96,7,,,,,
96,8,,,,,
96,9,,,,,
96,10,,,,,
96,11,,,,,
96,12,,,,,
97,1,Una ragazza che mi guarda in faccia,Mi fa sentire osservato,Un po' in imbarazzo,L'incrocio,😕 confusione
97,2,Un uccello su una collina che da sul mare,Alla natura,Rilassato,Il gabbiano,🙂 leggermente felice
97,3,Una sala dopo una festa,Disordine,Curioso,Dopocena,🤔 pensieroso
97,4,Una scena erotica,Momenti piacevoli,Intrigato,Il bagno,
97,5,,,,,
97,6,,,,,
97,7,,,,,
97,8,,,,,
97,9,,,,,
97,10,,,,,
97,11,,,,,
97,12,,,,,
98,1,"Una donna, mi colpisce il pugno chiuso.",Mi fa pensare alla rabbia nascosta,"Mi fa ricordare quando ero ragazza, bellissimo l'ambiente: avvolgente e rassicurante pur essendo esotico.",Lettere,
98,2,Una baia al tramonto,Mi fa pensare al mare e alle vacanze,Tranquilla e serena,La vela,🙂 leggermente felice
98,3,Il disordine dopo una festa,Agli eccessi,Alla nausea dopo una festa non cui si è esagerato.,Nausea,😴 noia
98,4,La mancanza del volto della ragazza,"Mi fa pensare ad un annegamento, ad un abuso.",Angoscia,Amore malato,"😔 tristezza, 😱 paura"
98,5,,,,,
98,6,,,,,
98,7,,,,,
98,8,,,,,
98,9,,,,,
98,10,,,,,
98,11,,,,,
98,12,,,,,
99,1,La carta stracciata per terra,Una notizia che ha fatto arrabbiare la protagonista del quadro,Mi incuriosisce,Cattive notizie,"😕 confusione, 🤔 pensieroso"
99,2,L'accostamento dei colori,A un tramonto sul mare,Mi tranquillizza,Marina va bene,🙂 leggermente felice
99,3,Il senso di abbandono,Alla vaga tristezza di quando finisce un momento bello,Desolata,Arriva sempre il dopo,😔 tristezza
99,4,L'effetto dei capelli nell'acqua,A una relazione tossica,Mi mette in allerta,Abisso verde (che credo sia il sottotitolo dell'opera),😱 paura
99,5,I teli testi sulla strada,Alla povertà,Un po' a disagio,Non so,😔 tristezza
99,6,Le rovine sulla linea dell'orizzonte,Alla solitudine,è stranamente consolante,The Waste Land,solitudine
99,7,I filari di vigne,Mi ricorda alcuni paesaggi della mia infanzia,Bene,Primo pomeriggio,😄 felice
99,8,L'orecchino,Alla vita di Modigliani,Non mi suscita particolari emozioni,Non so,😴 noia
99,9,,,,,
99,10,,,,,
99,11,,,,,
99,12,,,,,
100,1,"La posizione della donna seduta, sembra quasi che stia per alzarsi.","Non so, mi mette un po' di ansia.",Mi genera ansia,Impazienza,ansia
100,2,Il contrasto dei colori,Mi ricorda vagamente un'alba sul mare,Mi genera un misto di serenità e voglia di iniziare qualcosa di nuovo,Un nuovo inizio,"🙂 leggermente felice, serenità"
100,3,Una stanza lasciata in disordine dopo una festa,"Mi ricorda la parte peggiore di una festa, quando gli ospiti se ne vanno e bisogna iniziare a pulire.",Mi infastidisce la vista del disordine e del lavoro necessario per sistemare tutto,Quel che resta della festa,"🤢 disgusto, fastidio"
100,4,Un uovo che salva una ragazza che sta per annegare,Alle persone che rischiano di morire in mare e alla speranza che ci sia qualcuno pronte ad aiutarle quando serve,Mi genera un misto di angoscia e speranza,Verso una nuova vita,angoscia e speranza
100,5,,,,,
100,6,,,,,
100,7,,,,,
100,8,,,,,
100,9,,,,,
100,10,,,,,
100,11,,,,,
100,12,,,,,
101,1,"L'attimo colto dalla scena, i pezzi di carta strappata per terra e il foglio che la donna stringe nella mano.",,"Incertezza, agitazione ",,"😮 sorpresa, 😕 confusione, 🤔 pensieroso"
101,2,Vedo un tramonto sul mare e una barca a vela,Mi fa pensare al paese di mia nonna,"Nostalgia, serenità, calma",,"😄 felice, 😍 sentimenti di amore o infatuazione, 🙂 leggermente felice"
101,3,"I fiori per terra, come sono finiti lì sparsi in quel modo?",,,,
101,4,,Rivalsa,,,
101,5,,Sembra il sogno di una memoria lontana,,,
101,6,,Mi fa pensare alla domenica pomeriggio o ai pranzi in famiglia in cui si sentono solo le forchette sui piatti. È la quotidianità in cui non si è a proprio agio.,"Ansia, pesantezza, confusione",,"🤢 disgusto, 😡 rabbia"
101,7,,,Malinconia,,"🤔 pensieroso, 😔 tristezza"
101,8,,,,,
101,9,,"Mi fa pensare all'isola di Samotracia, alla spensieratezza e alla pace",Mi mette calma e mi fa ricordare momenti piacevoli,,"😄 felice, 🙂 leggermente felice"
101,10,,,,,
101,11,,,,,
101,12,,,,,
102,1,Gli aironi sullo sfondo ,,,,Non mi ha comunicato nulla
102,2,Una luna ,,Mi fa venire voglia di andare su una spiaggia per vedere il sole tramontare,,😌
102,3,Una scena di disordine e abbandono ,,Mi rende scontrosa e mi infastidisce ,,😡 rabbia
102,4,Lei sembra in pace,,"A primo colpo tranquilla, dopo però mi scombussola leggermente. Non so perché, ma mi fa venire in mente la scena finale della Sirenetta di Handersen",,🥺
102,5,Il cono di luce che passa attraverso i teli,,Bene,,😊
102,6,Un uomo con le braccia rivolte al cielo in supplica,,"La resa quasi antropomorfa dell’albero instilla un sentimento di insicurezza e paura. Vorrei distogliere lo sguardo, tuttavia sembro non riuscirci",,"😕 confusione, 😱 paura"
102,7,I riflesso sulle finestre ,,Tranquilla ,,😊
102,8,L’orecchino ,,"E’ bellissima, il monocromatico rosso mi fa pensare ad una donna forte e sicura di sé",,😍 sentimenti di amore o infatuazione
102,9,Una scena quasi bucolica ,,"In pace, e un po’ invidiosa! Vorrei poter riposare tranquilla come sta facendo lei ",,😄 felice
102,10,Le guance ,,"Preoccupata, le gote rosse riesco solo a collegarle ad uno stato di salute precario, mi fa pensare stia male, e provo pena per lei",,"😕 confusione, 😔 🙁 "
102,11,Pecore,,Non mi dice nulla ,,🤔
102,12,Gli occhi,,"Ruberò un termine freudiano: “Uncanny""",,"😕 confusione, 👹"
103,1,Il viso della donna,,Vivace,,😄 felice
103,2,I colori,,Rilassata,,😮 sorpresa
103,3,Il tavolo,,Sconcertata,,😕 confusione
103,4,La sirena,,Triste ,,😔 tristezza
103,5,Le persone ,,Curiosa,,😮 sorpresa
103,6,L'albero ,,Triste ,,😔 tristezza
103,7,Il paesaggio oltre la finestra,,Curiosa,,😮 sorpresa
103,8,L'uso del colore rosso ,,Senso di calore ,,🙂 leggermente felice
103,9,La amaca,,Rilassata,,
103,10,Il profilo della bimba d i capelli,,Felice ,,😄 felice
103,11,La natura ,,Felice ,,😄 felice
103,12,Le mani del soggetto,,Paura,,😱 paura
104,1,rabbia,,"leggera ansia, azione",,😬
104,2,sole che sorge,,bene,,🙂 leggermente felice
104,3,disordine,,confusione,,😕 confusione
104,4,morte,,triste,,😔 tristezza
104,5,,,,,
104,6,,,,,
104,7,,,,,
104,8,,,,,
104,9,,,,,
104,10,,,,,
104,11,,,,,
104,12,,,,,
